［港澳台］,#genre#
广东|清新公共,http://hls.wiseqx.com/live/qxgg.m3u8
广西|广西卫视,http://111.59.63.32:9901/tsfile/live/1003_1.m3u8
广西|广西影视,http://www.51nas.top:4022/meytv/239.81.0.250:4056
广西|广西都市,http://www.51nas.top:4022/meytv/239.81.0.247:4056
广西|广西公共,http://www.51nas.top:4022/meytv/239.81.0.249:4056
广西|广西综艺,http://www.51nas.top:4022/meytv/239.81.0.214:4056
广西|广西新闻,http://111.59.63.32:9901/tsfile/live/1007_1.m3u8
广西|广西都市,http://111.59.63.32:9901/tsfile/live/1005_1.m3u8
广西|广西影视,http://111.59.63.32:9901/tsfile/live/1006_1.m3u8
广西|广西综艺,http://111.59.63.32:9901/tsfile/live/1004_1.m3u8
广西|广西综艺,http://116.9.204.242:9901/tsfile/live/0125_1.m3u8
广西|广西影视,http://116.9.204.242:9901/tsfile/live/0124_1.m3u8
广西|广西新闻,http://116.9.204.242:9901/tsfile/live/1001_1.m3u8
广西|广西都市,http://116.9.204.242:9901/tsfile/live/1002_1.m3u8
广西|南宁新闻综合,http://hls.nntv.cn/nnlive/NNTV_NEWS_A.m3u8
广西|南宁影视娱乐,http://hls.nntv.cn/nnlive/NNTV_VOD_A.m3u8
广西|南宁都市生活,http://hls.nntv.cn/nnlive/NNTV_METRO_A.m3u8
广西|南宁公共,http://hls.nntv.cn/nnlive/NNTV_PUB_A.m3u8
广西|罗城综合,http://111.12.75.177:9100/lctvlive/lch.m3u8
广西|南丹综合,http://hlsv2.quklive.com/live/1638263457563164/index.m3u8
广西|南丹电视台,http://hlsv2.quklive.com/live/1606365844464947/index.m3u8
广西|崇左综合,http://111.59.63.32:9901/tsfile/live/1002_1.m3u8
河北|河北经济,https://event.pull.hebtv.com/jishi/jingjishenghuo.m3u8
河北|河北都市,https://event.pull.hebtv.com/jishi/dushipindao.m3u8
河北|河北影视,https://event.pull.hebtv.com/jishi/yingshijupindao.m3u8
河北|河北少儿,https://event.pull.hebtv.com/jishi/shaoerkejiao.m3u8
河北|河北公共,https://event.pull.hebtv.com/jishi/gonggongpindao.m3u8
河北|河北农民,https://event.pull.hebtv.com/jishi/nongminpindao.m3u8
河北|河北经济,http://live.hyxrmt.com:85/live/xwpd.m3u8
河北|武汉新闻综合,http://stream.appwuhan.com/1tzb/sd/live.m3u8
河北|武汉生活,http://stream.appwuhan.com/3tzb/sd/live.m3u8
河北|武汉电视剧,http://stream.appwuhan.com/2tzb/sd/live.m3u8
河北|武汉经济,http://stream.appwuhan.com/4tzb/sd/live.m3u8
河北|武汉外语,http://stream.appwuhan.com/6tzb/sd/live.m3u8
河北|武汉少儿,http://stream.appwuhan.com/7tzb/sd/live.m3u8
河北|武汉教育,http://stream.appwuhan.com/jyzb/sd/live.m3u8
河北|武汉文体,http://stream.appwuhan.com/5tzb/sd/live.m3u8
河北|荆门新闻,http://stream.jmtv.com.cn/xwzh/sd/live.m3u8
河北|荆门公共,http://stream.jmtv.com.cn/ngpd/sd/live.m3u8
河北|荆门教育,http://stream.jmtv.com.cn/ggsh/sd/live.m3u8
河北|石家庄新闻,http://pluslive1.sjzntv.cn/xmzh/playlist.m3u8
河北|石家庄娱乐,http://pluslive1.sjzntv.cn/yule/playlist.m3u8
河北|石家庄生活,http://pluslive1.sjzntv.cn/shenghuo/playlist.m3u8
河北|石家庄都市,http://pluslive1.sjzntv.cn/dushi/playlist.m3u8
河北|保定新闻,http://jwcdnqx.hebyun.com.cn/live/jybd/1500k/tzwj_video.m3u8
河北|保定公共,http://jwcdnqx.hebyun.com.cn/live/bdxw1/1500k/tzwj_video.m3u8
河北|保定生活,http://jwcdnqx.hebyun.com.cn/live/bddst/1500k/tzwj_video.m3u8
河北|安平新闻综合,http://shou.city1000.cn/live/apxw.m3u8
河北|承德公共生活,https://jwliveqxzb.hebyun.com.cn/cdsggshtv/cdsggshtv.m3u8
河北|承德新闻综合,https://jwliveqxzb.hebyun.com.cn/cdsxwzhtv/cdsxwzhtv.m3u8
河北|大厂一套,http://60.10.185.184:1935/live/dc1.stream/playlist.m3u8
河北|定州生活频道,https://jwliveqxzb.hebyun.com.cn/shpd/shpd.m3u8
河北|定州新闻综合,https://jwliveqxzb.hebyun.com.cn/xxzhpd/xxzhpd.m3u8
河北|丰宁综合频道,https://jwliveqxzb.hebyun.com.cn/fengningzonghe/fengningzonghe.m3u8
河北|邯郸新闻,https://jwliveqxzb.hebyun.com.cn/hdxwzh/hdxwzh.m3u8
河北|邯郸公共,https://jwliveqxzb.hebyun.com.cn/hdgg/hdgg.m3u8
河北|邯郸科教,https://jwliveqxzb.hebyun.com.cn/hdkj/hdkj.m3u8
河北|衡山,http://live.hznet.tv:1935/live/live1/500K/tzwj_video.m3u8
河北|衡水新闻综合,http://111.225.205.64:8081/964D4p2/800/live.m3u8
河北|景县电视一套,http://hbjx.chinashadt.com:1935/live/stream:jx1.stream/playlist.m3u8
河北|涞水新闻频道,https://jwliveqxzb.hebyun.com.cn/lsdst/lsdst.m3u8
河北|隆化影视频道,http://hblh.chinashadt.com:2036/live/stream:lh2.stream/playlist.m3u8
河北|隆化综合频道,http://hblh.chinashadt.com:2036/live/stream:lh1.stream/playlist.m3u8
河北|鹿泉一套,https://jwliveqxzb.hebyun.com.cn/luquanyi/luquanyi.m3u8
河北|平泉影视频道,https://jwliveqxzb.hebyun.com.cn/pqys/pqys.m3u8
河北|平泉综合频道,https://jwliveqxzb.hebyun.com.cn/pqzh/pqzh.m3u8
河北|平乡综合频道,http://hbpx.chinashadt.com:2036/live/px1.stream/playlist.m3u8
河北|清河经济综艺,https://jwcdnqx.hebyun.com.cn/live/qinghe1/1500k/tzwj_video.m3u8
河北|清河新闻综合,https://jwcdnqx.hebyun.com.cn/live/qinghe/1500k/tzwj_video.m3u8
河北|邱县电视二套,http://live.hd.hdbs.cn/video/s10013-qxds2/index.m3u8
河北|邱县综合频道,http://live.hd.hdbs.cn/video/s10013-qxds1/index.m3u8
河北|任丘文娱,https://jwcdnqx.hebyun.com.cn/live/rqtv2/1500k/tzwj_video.m3u8
河北|任丘综合,https://jwcdnqx.hebyun.com.cn/live/rqtv1/1500k/tzwj_video.m3u8
河北|望都综合频道,https://jwliveqxzb.hebyun.com.cn/wddst/wddst.m3u8
河北|兴隆影视频道,https://jwcdnqx.hebyun.com.cn/live/xlys/1500k/tzwj_video.m3u8
河北|兴隆综合频道,https://jwcdnqx.hebyun.com.cn/live/xlzh/1500k/tzwj_video.m3u8
河南|河南新闻,http://live.qiyuevod.com/tyoetv/hntv.php?id=hnxw
河南|河南都市,http://live.qiyuevod.com/tyoetv/hntv.php?id=hnds
河南|河南民生,http://live.qiyuevod.com/tyoetv/hntv.php?id=hnms
河南|河南法治,http://live.qiyuevod.com/tyoetv/hntv.php?id=hmfz
河南|河南公共,http://live.qiyuevod.com/tyoetv/hntv.php?id=hngg
河南|河南乡村,http://live.qiyuevod.com/tyoetv/hntv.php?id=hnxc
河南|河南国际,http://live.qiyuevod.com/tyoetv/hntv.php?id=hngj
河南|河南电视剧,http://live.qiyuevod.com/tyoetv/hntv.php?id=hndsj
河南|大象视界,http://live.qiyuevod.com/tyoetv/hntv.php?id=dxsj
河南|移动戏曲,http://live.qiyuevod.com/tyoetv/hntv.php?id=ydxj
河南|睛彩中原,http://live.qiyuevod.com/tyoetv/hntv.php?id=jczy
河南|文物宝库,http://live.qiyuevod.com/tyoetv/hntv.php?id=wwbk
河南|武术世界,http://live.qiyuevod.com/tyoetv/hntv.php?id=wspd
河南|梨园频道,http://live.qiyuevod.com/tyoetv/hntv.php?id=lypd
河南|国学频道,http://live.qiyuevod.com/tyoetv/hntv.php?id=gxpd
河南|河南新闻,http://jycb.f3322.net:85/tsfile/live/1006_1.m3u8?key=txiptv&playlive=1&authid=0
河南|河南都市,http://jycb.f3322.net:85/tsfile/live/1002_1.m3u8?key=txiptv&playlive=1&authid=0
河南|河南民生,http://jycb.f3322.net:85/tsfile/live/1003_1.m3u8?key=txiptv&playlive=1&authid=0
河南|河南法治,http://jycb.f3322.net:85/tsfile/live/1004_1.m3u8?key=txiptv&playlive=1&authid=0
河南|河南电视剧,http://jycb.f3322.net:85/tsfile/live/1005_1.m3u8?key=txiptv&playlive=1&authid=0
河南|河南移动,http://jycb.f3322.net:85/tsfile/live/1007_1.m3u8?key=txiptv&playlive=1&authid=0
河南|文博,http://jycb.f3322.net:85/tsfile/live/1008_1.m3u8?key=txiptv&playlive=1&authid=0
河南|戏曲,http://jycb.f3322.net:85/tsfile/live/1009_1.m3u8?key=txiptv&playlive=1&authid=0
河南|功夫,http://jycb.f3322.net:85/tsfile/live/1010_1.m3u8?key=txiptv&playlive=1&authid=0
河南|百姓调解,http://jycb.f3322.net:85/tsfile/live/1011_1.m3u8?key=txiptv&playlive=1&authid=0
河南|河南民生,http://123.6.9.146/live/jz-henanminsheng/live.m3u8
河南|信阳综合,http://mmitv.top/test/tianma.php?id=xyzh
河南|信阳公共,http://mmitv.top/test/tianma.php?id=xygg
河南|信阳浉河,http://mmitv.top/test/tianma.php?id=xysh
河南|信阳平桥,http://mmitv.top/test/tianma.php?id=xypq
河南|周口扶沟,http://live.dxhmt.cn:9081/tv/11621-1.m3u8
河南|郸城新闻综合,http://live.dxhmt.cn:9081/tv/11625-1.m3u8
河南|登封综合,http://tvpull.dxhmt.cn:9081/tv/10185-1.m3u8
河南|范县新闻综合,http://live.dxhmt.cn:9080/13603832636/13abd3089d9c47058fe34c49a6182981.m3u8
河南|扶沟综合,http://tvpull.dxhmt.cn:9081/tv/11621-1.m3u8
河南|固始综合,http://tvpull.dxhmt.cn:9081/tv/11525-1.m3u8
河南|光山综合,http://tvpull.dxhmt.cn:9081/tv/11522-1.m3u8
河南|鹤岗新闻综合,http://live.hznet.tv:1935/live/live2/500K/tzwj_video.m3u8
河南|淮滨综合,http://tvpull.dxhmt.cn:9081/tv/11527-1.m3u8
河南|潢川综合,http://tvpull.dxhmt.cn:9081/tv/11526-1.m3u8
河南|济源电视一套,http://live.dxhmt.cn:9081/tv/19001-1.m3u8
河南|焦作公共,http://zhpull.dxhmt.cn/jiaozuo/29b65b69130c4ef1a3283cc7b913da05/playlist.m3u8
河南|焦作教育,http://zhpull.dxhmt.cn/jiaozuo/9c10435ad24c409baee219ec289e17d0/playlist.m3u8
河南|焦作综合,http://zhpull.dxhmt.cn/jiaozuo/b75a92c9503e47cf9e89f7ff247b65f2/playlist.m3u8
河南|睛彩焦作,http://zhpull.dxhmt.cn/jiaozuo/c5eb91b47f0e42318f34fc0247c8acaa/playlist.m3u8
河南|开封公共,http://live.dxhmt.cn:9081/tv/10200-3.m3u8
河南|开封新闻综合,http://live.dxhmt.cn:9081/tv/10200-2.m3u8
河南|兰考新闻,http://tvpull.dxhmt.cn:9081/tv/10225-1.m3u8
河南|临颍综合,http://tvpull.dxhmt.cn:9081/tv/11122-1.m3u8
河南|栾川新闻,http://wshls.live.migucloud.com/live/LVVUJGFD_C0/playlist.m3u8
河南|洛宁综合,http://wshls.live.migucloud.com/live/WJ1E4VDQ_C0/playlist.m3u8
河南|泌阳新闻综合,http://tvpull.dxhmt.cn:9081/tv/11726-1.m3u8
河南|渑池新闻综合,http://tvpull.dxhmt.cn:9081/tv/11221-1.m3u8
河南|内乡综合,http://tvpull.dxhmt.cn:9081/tv/11325-1.m3u8
河南|沁阳文化旅游,http://live.qinyangtv.com:82/channel2/sd/live.m3u8
河南|汝南综合,http://tvpull.dxhmt.cn:9081/tv/11727-1.m3u8
河南|嵩县综合新闻,http://wshls.live.migucloud.com/live/MZCYG799_C0/playlist.m3u8
河南|遂平一套,http://tvpull.dxhmt.cn:9081/tv/11728-1.m3u8
河南|唐河一套,http://tvpull.dxhmt.cn:9081/tv/11328-1.m3u8
河南|桐柏新闻综合,http://tvpull.dxhmt.cn:9081/tv/11330-1.m3u8
河南|息县综合,http://120.194.173.75:6060/0.ts
河南|淅川综合,http://tvpull.dxhmt.cn:9081/tv/11326-1.m3u8
河南|项城新闻,http://tvpull.dxhmt.cn:9081/tv/11681-1.m3u8
河南|新蔡综合,http://tvpull.dxhmt.cn:9081/tv/11729-1.m3u8
河南|新县综合,http://tvpull.dxhmt.cn:9081/tv/11523-1.m3u8
河南|新乡县电视台,http://tvpull.dxhmt.cn:9081/tv/10721-1.m3u8
河南|鄢陵综合,http://tvpull.dxhmt.cn:9081/tv/11024-1.m3u8
河南|偃师新闻,http://wshls.live.migucloud.com/live/K7AFC7J6_C0/playlist.m3u8
河南|叶县一套,http://tvpull.dxhmt.cn:9081/tv/10422-1.m3u8
河南|义马新闻综合,http://tvpull.dxhmt.cn:9081/tv/11281-1.m3u8
河南|禹州公共,http://tvpull.dxhmt.cn:9081/tv/11081-2.m3u8
河南|禹州综合,http://tvpull.dxhmt.cn:9081/tv/11081-1.m3u8
河南|叶县电视,http://live.dxhmt.cn:9081/tv/10422-1.m3u8
河南|渑池综合,http://live.dxhmt.cn:9081/tv/11221-1.m3u8
河南|义马电视,http://live.dxhmt.cn:9081/tv/11281-1.m3u8
河南|淅川电视,http://live.dxhmt.cn:9081/tv/11326-1.m3u8
河南|禹州综合,http://live.dxhmt.cn:9081/tv/11081-1.m3u8
河南|兰考新闻,http://live.dxhmt.cn:9081/tv/10225-1.m3u8
河南|项城电视,http://live.dxhmt.cn:9081/tv/11681-1.m3u8
河南|新乡,http://live.dxhmt.cn:9081/tv/10721-1.m3u8
河南|新蔡,http://live.dxhmt.cn:9081/tv/11729-1.m3u8
湖北|湖北综合,http://live.qiyuevod.com/tyoetv/hbtv.php?id=hbzh
湖北|湖北经视,http://live.qiyuevod.com/tyoetv/hbtv.php?id=hbjs
湖北|湖北公共,http://live.qiyuevod.com/tyoetv/hbtv.php?id=hbgg
湖北|湖北生活,http://live.qiyuevod.com/tyoetv/hbtv.php?id=hbsh
湖北|湖北教育,http://live.qiyuevod.com/tyoetv/hbtv.php?id=hbjy
湖北|湖北影视,http://live.qiyuevod.com/tyoetv/hbtv.php?id=hbys
湖北|湖北垄上,http://live.qiyuevod.com/tyoetv/hbtv.php?id=hbls
湖北|襄阳综合,http://live.qiyuevod.com/tyoetv/hbtv.php?id=xyzh
湖北|襄阳公共,http://live.qiyuevod.com/tyoetv/hbtv.php?id=xygg
湖北|襄阳经济生活,http://live.qiyuevod.com/tyoetv/hbtv.php?id=xysh
湖北|黄冈综合,http://live.qiyuevod.com/tyoetv/hbtv.php?id=wxzh
湖北|罗田综合,http://live.qiyuevod.com/tyoetv/hbtv.php?id=ltzh
湖北|罗田旅游,http://live.qiyuevod.com/tyoetv/hbtv.php?id=ltly
湖北|蕲春综合,http://live.qiyuevod.com/tyoetv/hbtv.php?id=qczh
湖北|蕲春旅游养生,http://live.qiyuevod.com/tyoetv/hbtv.php?id=qclyys
湖北|恩施综合,http://live.qiyuevod.com/tyoetv/hbtv.php?id=eszh
湖北|恩施文旅,http://live.qiyuevod.com/tyoetv/hbtv.php?id=eswl
湖北|丹江口综合,http://live.qiyuevod.com/tyoetv/hbtv.php?id=djkzh
湖北|十堰新闻,http://p8.vzan.com/slowlive/034028687228317362/live.m3u8
湖北|江夏新闻综合,http://59.175.226.142:280/gb28181/xwzh.m3u8
湖北|保康新闻综合,http://bktvplay.gdnewmedia.cc/live/bk_xwzh.m3u8
湖南|湖南卫视,http://120.132.122.244:10413/hls/1/index.m3u8
湖南|湖南都市,http://120.132.122.244:10413/hls/3/index.m3u8
湖南|湖南经视,http://120.132.122.244:10413/hls/2/index.m3u8
湖南|湖南电影,http://120.132.122.244:10413/hls/7/index.m3u8
湖南|湖南电视剧,http://120.132.122.244:10413/hls/4/index.m3u8
潇湘电影,http://120.132.122.244:10413/hls/5/index.m3u8
湖南|湖南电影,http://111.40.196.30/PLTV/88888888/224/3221225660/index.m3u8
湖南|宜章综合,http://hnyz.chinashadt.com:2036/live/tv1.stream/playlist.m3u8
湖南|宜章综合,http://hnyz.chinashadt.com:2036/live/tv1.stream/chunklist_w2084740082.m3u8
湖南|张家界1台,http://stream.zjjrtv.com/zjjtv1/playlist.m3u8?_upt=58d7e8211638940948
湖南|张家界2台,http://stream.zjjrtv.com/zjjtv2/playlist.m3u8?_upt=83ed3eb91638941175
湖南|湘潭综合,http://live.hnxttv.com:9601/live/xwzh/800K/tzwj_video.m3u8
湖南|湘潭公共,http://live.hnxttv.com:9601/live/dspd/800K/tzwj_video.m3u8
湖南|新田电视台,https://hlsv2.quklive.com/live/1625110020460086/index.m3u8
湖南|宜章综合,http://hnyz.chinashadt.com:2036/live/stream:tv1.stream_360p/playlist.m3u8
湖南|张家界公共,http://stream.zjjrtv.com/zjjtv2/hd/live.m3u8
湖南|张家界新闻,http://stream.zjjrtv.com/zjjtv1/hd/live.m3u8
山东|山东新闻,http://livealone.iqilu.com/iqilu/ggpdhjOF03kn.flv
山东|山东齐鲁,http://livealone.iqilu.com/iqilu/qlpdhjOF03kn.flv
山东|山东生活,http://livealone.iqilu.com/iqilu/shpdhjOF03kn.flv
山东|山东文旅,http://livealone.iqilu.com/iqilu/yspdhjOF03kn.flv
山东|山东农科,http://livealone.iqilu.com/iqilu/nkpdhjOF03kn.flv
山东|山东综艺,http://livealone.iqilu.com/iqilu/zypdhjOF03kn.flv
山东|山东体育,http://livealone.iqilu.com/iqilu/typdhjOF03kn.flv
山东|山东少儿,http://livealone.iqilu.com/iqilu/sepdhjOF03kn.flv
山东|淄博新闻综合,http://live.qiyuevod.com/tyoetv/sdzb.php?id=zbxwzh
山东|淄博民生,http://live.qiyuevod.com/tyoetv/sdzb.php?id=zbms
山东|淄博文旅,http://live.qiyuevod.com/tyoetv/sdzb.php?id=zbwl
山东|淄博影视,http://live.qiyuevod.com/tyoetv/sdzb.php?id=zbys
山东|济南新闻综合,http://live.cooltv.top/tv/jinan.php?id=jnxw
山东|济南都市,http://live.cooltv.top/tv/jinan.php?id=jnds
山东|济南文旅体育,http://live.cooltv.top/tv/jinan.php?id=jnwlty
山东|济南鲁中,http://live.cooltv.top/tv/jinan.php?id=jnlz
山东|济南生活,http://live.cooltv.top/tv/jinan.php?id=jnsh
山东|济南少儿,http://live.cooltv.top/tv/jinan.php?id=jnse
山东|烟台公共频道,http://live.yantaitv.cn/live/e50f104a4ffe4a41b2217cbda534146f/d86092e69df94668b33390278b061700-
山东|烟台经济科技,http://live.yantaitv.cn/live/27f84144e95a4652ae9e5c211b2a6b55/405f3e33ba384aa0a16014d0becd1261-
山东|烟台新闻综合,http://live.yantaitv.cn/live/3e81a8879da44c5dadf3bd9c10468e1c/9b776d420ee4438199b7657c8eb88f07-
山东|烟台影视频道,http://live.yantaitv.cn/live/e9f1d9045d474c31884d13fa4ffbbd16/a4a9b3704d854756907845107cc56129-
山东|枣庄新闻综合,http://stream.zztvzd.com/1/sd/live.m3u8
山东|枣庄教育频道,http://stream.zztvzd.com/2/sd/live.m3u8
山东|青州综合,http://sdqz.chinashadt.com:2036/live/stream:1.stream/playlist.m3u8
山东|青州文化旅游,http://sdqz.chinashadt.com:2036/live/stream:3.stream/playlist.m3u8
山东|日照新闻综合,http://live.rzw.com.cn/xwzh/sd/live.m3u8
山东|日照公共,http://live.rzw.com.cn/kzpd/sd/live.m3u8
山东|日照科教,http://live.rzw.com.cn/ggpd/sd/live.m3u8
山东|日照导视,http://live.rzw.com.cn/fcpd/sd/live.m3u8
山东|菏泽影视,http://live.hznet.tv:1935/live/live3/500K/tzwj_video.m3u8
山东|聊城新闻综合,http://m3u8.channellive.lcbtv.com/cms/videos/nmip-media-dz/channellive/channel2/playlist.m3u8
山东|聊城公共,http://m3u8.channellive.lcbtv.com/cms/videos/nmip-media-dz/channellive/channel3/playlist.m3u8
山东|青岛电视城阳区,http://pili-live-rtmp.56.i2863.com/i2863-56/live_56_307317.m3u8
山东|泰安新泰乡村,http://live.xtgdw.cn:1935/live/xtxc/playlist.m3u8
山东|泰安新泰新闻综合,http://live.xtgdw.cn:1935/live/xtzh/playlist.m3u8
山东|泰安新泰影视,http://live.xtgdw.cn:1935/live/xtys/playlist.m3u8
四川|四川新闻,http://caohm.320.io:20000/meytv/239.93.0.47:5140
四川|四川经济,http://caohm.320.io:20000/meytv/239.93.1.101:5140
四川|四川科教,http://caohm.320.io:20000/meytv/239.93.42.44:5140
四川|四川乡村,http://caohm.320.io:20000/meytv/239.93.0.52:5140
四川|四川文化旅游,http://caohm.320.io:20000/meytv/239.93.1.102:5140
四川|四川影视文艺,http://caohm.320.io:20000/meytv/239.93.0.166:5140
四川|四川妇女儿童,http://caohm.320.io:20000/meytv/239.93.0.219:5140
四川|成都-1,http://caohm.320.io:20000/meytv/239.93.0.16:5140
四川|成都-2,http://caohm.320.io:20000/meytv/239.93.0.17:1239
四川|成都-3,http://caohm.320.io:20000/meytv/239.93.0.18:1238
四川|成都-4,http://caohm.320.io:20000/meytv/239.93.0.19:1250
四川|成都-5,http://caohm.320.io:20000/meytv/239.93.1.231:5140
四川|成都-6,http://caohm.320.io:20000/meytv/239.93.0.21:1251
四川|成都-8,http://caohm.320.io:20000/meytv/239.93.0.22:1252
四川|成都新闻综合,http://live.qiyuevod.com/tyoetv/cdtv.php?id=cdxwzh
四川|成都经济资讯,http://live.qiyuevod.com/tyoetv/cdtv.php?id=cdjjzx
四川|成都都市生活,http://live.qiyuevod.com/tyoetv/cdtv.php?id=cddssh
四川|成都影视文艺,http://live.qiyuevod.com/tyoetv/cdtv.php?id=cdyswy
四川|成都公共,http://live.qiyuevod.com/tyoetv/cdtv.php?id=cdgg
四川|成都少儿,http://live.qiyuevod.com/tyoetv/cdtv.php?id=cdse
四川|成都时尚,http://live.qiyuevod.com/tyoetv/cdtv.php?id=cdss
四川|成都汽车,http://live.qiyuevod.com/tyoetv/cdtv.php?id=cdqc
四川|成都美食旅游,http://live.qiyuevod.com/tyoetv/cdtv.php?id=cdmsly
四川|成都蓉城先锋,http://live.qiyuevod.com/tyoetv/cdtv.php?id=cdrcxf
四川|成都资讯新干线,http://live.qiyuevod.com/tyoetv/cdtv.php?id=cdzxxgx
四川|金牛电视台,http://live.qiyuevod.com/tyoetv/cdtv.php?id=jntv
四川|温江电视台,http://live.qiyuevod.com/tyoetv/cdtv.php?id=wjtv
四川|高新电视台,http://live.qiyuevod.com/tyoetv/cdtv.php?id=gxtv
四川|新津电视台,http://live.qiyuevod.com/tyoetv/cdtv.php?id=xjtv
四川|彭州电视台,http://live.qiyuevod.com/tyoetv/cdtv.php?id=pztv
四川|蒲江电视台,http://live.qiyuevod.com/tyoetv/cdtv.php?id=pjtv
四川|锦江电视台,http://live.qiyuevod.com/tyoetv/cdtv.php?id=jjtv
四川|金堂电视台,http://live.qiyuevod.com/tyoetv/cdtv.php?id=jttv
四川|邛崃电视台,http://live.qiyuevod.com/tyoetv/cdtv.php?id=qltv
四川|武侯电视台,http://live.qiyuevod.com/tyoetv/cdtv.php?id=whtv
四川|新都电视台,http://live.qiyuevod.com/tyoetv/cdtv.php?id=xdzh
四川|崇州电视台,http://live.qiyuevod.com/tyoetv/cdtv.php?id=cztv
四川|青羊电视台,http://live.qiyuevod.com/tyoetv/cdtv.php?id=qytv
四川|青白江电视台,http://live.qiyuevod.com/tyoetv/cdtv.php?id=qbjtv
四川|都江堰电视台,http://live.qiyuevod.com/tyoetv/cdtv.php?id=djytv
四川|郫都新闻综合,http://live.qiyuevod.com/tyoetv/cdtv.php?id=pdxwzh
四川|简阳新闻综合,http://live.qiyuevod.com/tyoetv/cdtv.php?id=jyxwzh
四川|龙泉综合,http://live.qiyuevod.com/tyoetv/cdtv.php?id=lqzh
四川|大邑综合,http://live.qiyuevod.com/tyoetv/cdtv.php?id=dyxwzh
四川|双流综合,http://live.qiyuevod.com/tyoetv/cdtv.php?id=slzh
四川|成华有线,http://live.qiyuevod.com/tyoetv/cdtv.php?id=chyx
四川|巴中综合,http://ocj2.kksmg.com/ocj1/ocj1.m3u8
四川|洪雅新闻综合,http://api2.52tb.xyz/info?id=607&token=20230218htjgzi
四川|朝天新闻综合,https://m3u8.channel.dzsm.com/cms/videos/nmip-media/channellive/channel8/playlist.m3u8
四川|大竹新闻综合,http://60.255.120.30:89/live1/live1.m3u8
四川|大竹阳光政务,http://60.255.120.30:89/live2/live2.m3u8
四川|德阳新闻综合,http://scdytv.cn:1935/live/m_xwpd_livevideo/playlist.m3u8
四川|广安公共,http://live1.gatv.com.cn:85/live/GGPD_ggpdzm.m3u8
四川|广元公共,https://m3u8.channel.dzsm.com/cms/videos/nmip-media/channellive/channel2/playlist.m3u8
四川|广元综合,http://tv.dzsm.com:8100/chan/ch1.flv
四川|黑水新闻综合,http://live.schstv.com:90/live/xwzh.m3u8
四川|洪雅新闻综合,http://117.172.215.250:8083/videos/live/35/39/GQVbrgob5CGJM/GQVbrgob5CGJM.M3U8
四川|会东综合,http://112.45.133.129:90/live/xwzh.m3u8
四川|剑阁新闻综合,https://m3u8.channel.dzsm.com/cms/videos/nmip-media/channellive/channel10/playlist.m3u8
四川|金川乡村,http://live.jinchuanrmt.com:90/live/jcxc.m3u8
四川|金川新闻综合,http://live.jinchuanrmt.com:90/live/zhxw.m3u8
四川|乐至综合,http://175.155.106.72:89/live1/live1.m3u8
四川|雷波综合,http://lbzb.yd-data.com/live/0000.flv?auth_key=601589378470-0-0-67d1de5fa3aa9412566d7c9f807c91a0
四川|利州综合,http://tvfile.lzgbdst.com/nmip-media/channellive/channel106876/playlist.m3u8
四川|凉山新闻综合,http://file.yizu.tv/nmip-media/channellive/channel106606/playlist.m3u8
四川|凉山,http://file.yizu.tv/nmip-media/channellive/channel107323/playlist.m3u8
四川|纳溪新闻,https://bl.ainaxi.cn/live/d1b85c45e7b74e96bdd950e047c7fd94.m3u8
四川|攀枝花新闻综合,http://zb.pzhgd.com:9095/live/xwzh.m3u8
四川|蓬安新闻综合,http://palive.patv123.com:8091/live/xwpd_800K.m3u8
四川|青川新闻综合,https://m3u8.channel.dzsm.com/cms/videos/nmip-media/channellive/channel11/playlist.m3u8
四川|松潘新闻综合,http://live.spccmc.com:90/live/spxwzh.m3u8
四川|旺苍新闻综合,https://m3u8.channel.dzsm.com/cms/videos/nmip-media/channellive/channel9/playlist.m3u8
四川|汶川新闻综合,http://live.iwcmt.cn:90/live/zhxw.m3u8
四川|武胜综合,http://live2.gatv.com.cn:86/live/WS.m3u8
四川|营山电视台,http://file.ysxtv.cn/cms/videos/nmip-media/channellive/channel4/playlist.m3u8
四川|筠连综合,http://118.122.78.172:89/live1/live1.m3u8
四川|中江新闻综合,https://livepgc.chinamcache.com/pgc/76664ca1f91638580f94fc7543c810cb.m3u8?auth_key=1657178327-0
重庆|重庆新闻,https://sjlivecdn9.cbg.cn/202906282314/app_2/_definst_/ls_3.stream/chunklist.m3u8
重庆|重庆新闻,http://live.qiyuevod.com/tyoetv/cqyx.php?id=CQTVNewsHD
重庆|重庆影视,http://live.qiyuevod.com/tyoetv/cqyx.php?id=cqyingshiHD
重庆|重庆社会与法,http://live.qiyuevod.com/tyoetv/cqyx.php?id=CQTVTrendyHD
重庆|重庆时尚生活,http://live.qiyuevod.com/tyoetv/cqyx.php?id=cqssgwHD
重庆|重庆文体娱乐,http://live.qiyuevod.com/tyoetv/cqyx.php?id=cqwtylHD
重庆|重庆新农村,http://live.qiyuevod.com/tyoetv/cqyx.php?id=cqggncHD
重庆|重庆少儿,http://live.qiyuevod.com/tyoetv/cqyx.php?id=cqseHD
重庆|重庆科教,http://live.qiyuevod.com/tyoetv/cqyx.php?id=CQTVkejiaoHD
重庆|重庆汽摩,http://live.qiyuevod.com/tyoetv/cqyx.php?id=cqcarSD
重庆|重庆移动,http://live.qiyuevod.com/tyoetv/cqyx.php?id=mryyHD
